id,course_id,rate,date,display_name,comment
101205468,4166134,5.0,2021-11-27T08:08:11-08:00,Matilde,Finalmente un corso valido su questo argomento
118193184,4693624,5.0,2022-07-07T04:02:24-07:00,Mark,halfway thru. very good course. thank you
122554160,4695130,4.0,2022-08-31T10:29:45-07:00,Dominik,"It's a pretty good course. I've managed to create an app that can use voice recognition thanks to this tutorial. There are some smaller problems like the thing that some functions are just place in code without a particular reason, like: ""voskRecognizer.SetMaxAlternatives(0);"" or ""voskRecognizer.SetWords(true);"". Why even bother? The program runs the same in this particular use case without them. The author doesn't even explain what those functions do."
120487126,4694990,4.5,2022-08-05T02:27:42-07:00,Uppu,It was very nice explanation. Many Thanks for sharing this.
110347774,4165910,5.0,2022-03-24T08:56:46-07:00,Zekaryah,It is the best course I have seen on these topics that really interest me and that have considerably and deeply reinforced my academic expectations.
115061440,4695172,5.0,2022-05-27T15:52:19-07:00,Vishal,I have watched two lesson. It is good.
124201132,4161858,5.0,2022-09-21T06:06:04-07:00,Marenilde,"Já fiz dois curso de Coach online na Pandemia, estou em processo de desenvolvimento pessoal desde 2016. E por fim fiz Pscanálise. Participei do Método CIS em casa na Pandemia. Me inscrevi nesse curso para reprogramar alguma crença que tenha restado, pois estou sempre evoluindo. Amo esse assunto. Já mudei muito com todos os processos de transformação que já passei mas ainda tenho coisas a melhorar. GRATIDÃO!!!"
114764808,4694460,5.0,2022-05-24T10:47:23-07:00,Vanlalchhanhima,"All about Radio AirPlay, not the streaming."
94540482,4163248,3.0,2021-09-02T21:56:47-07:00,Prateek Raj,Should have provided workbooks or links to the resources used with the course. could have saved a lot of time for both.
118601242,4690688,5.0,2022-07-12T17:27:21-07:00,Matheus Leonardo de Souza,Maravilhosos!
58809400,3175482,5.0,2020-06-18T08:51:50-07:00,Samah,"Amazing course and great information.. thank u,, keep on ????
Waiting for next courses??"
72153276,3157018,2.0,2020-12-06T11:16:10-08:00,Vladislav,Не понятно для новичка
93513406,3152462,5.0,2021-08-21T11:18:19-07:00,Damian J,Excellent presentation with practical and specific examples.
100395040,4169606,5.0,2021-11-16T23:41:30-08:00,Venkateswara,I would love to thank you so much for your hard working and for this wonderful course. Thank you once more.
100840994,3156192,5.0,2021-11-23T02:33:52-08:00,Mariko,小太郎シリーズ３コース受講しました。小技を知ると、スプライトの動きをいろいろ変えられて、おもしろいストーリーができることがわかってワクワクしました。
116562998,4692490,4.0,2022-06-16T11:01:39-07:00,Rolffo,"Excelente,"
114651018,4692270,5.0,2022-05-23T07:47:16-07:00,Kingsley,This is beyond all expectations easy to learn and understand even for a novice who has zero knowledge of ethical hacking.
116516408,3165688,5.0,2022-06-16T00:19:46-07:00,Shreya,"nice, full of information"
105454678,3151312,4.5,2022-01-19T19:18:35-08:00,Oscar,Excelente. Recomendado a personas que no tenemos mucho idea sobre el tema.
106056196,3163062,5.0,2022-01-26T23:39:41-08:00,Scott,Great tutorial thank you
124159866,3161410,5.0,2022-09-20T20:53:34-07:00,Nestor Lenin,"excelente , bien explicado"
110681454,4167888,1.0,2022-03-29T07:26:44-07:00,Stefania Ferreira de Lima,Forma de apresentação e aborda não prendeu atenção.
101204946,4167654,5.0,2021-11-27T07:59:42-08:00,Alessandra,Luca mi hai aperto un mondo! Grazie :D
112715414,3159290,5.0,2022-04-26T22:10:18-07:00,Hriday,Great course!
123150696,4691624,2.5,2022-09-08T01:55:26-07:00,ImaObong,I guess the Lecturer delivered well but due to no fault of his I had a hard time hearing or understanding what he was saying. i would be grateful to have a lecturer who is more audible
68046139,3215641,4.0,2020-10-08T09:20:45-07:00,Mrunal Vishal,It is a very informative course. I am learning new things from this course. So the experience is the best for me.
115609358,4699220,5.0,2022-06-04T02:10:05-07:00,Виктор,Качество на высоте и автор вплёл частицу души в свой контент
115133972,4692058,4.0,2022-05-29T03:46:26-07:00,J,Good content delivered in a common-sense way.  Lesson 3 (Part 3 - Pitfalls to avoid) is the exact same video as Lesson 1 (Part 1 - Being CLEAR) leading to the rating I gave this course (4 stars)
73141566,3160028,1.0,2020-12-19T14:27:38-08:00,pratham,worst course forever
66922200,3212765,1.0,2020-09-22T14:00:49-07:00,Enia,There was very little information. I did not like it.
120100722,3213541,5.0,2022-07-31T22:43:31-07:00,Marcus,It’s ok
61102378,3213503,4.5,2020-07-13T07:34:15-07:00,Tanushri,"Good Briefing about what Social Work is, Difference Between Social Work and Social Service, Colleges that offer courses in Social Work, Career Opportunities, Income, etc.
Simple examples & friendly language used in the course that makes it feel like a you are having a conversation with a friend.
However, there is still scope of improvement as at some moments he says something and then apologise & corrects it. He should have edited that part. 
Would've appreciated more had it been in English."
124868222,4698582,5.0,2022-09-29T02:07:42-07:00,Emma Rose,"I have suffered with anxiety on and off most of my adult life. I didn't know how important learning to relax can be, to help manage anxiety and I found this course really helpful with lots of good advice and information. Thank you."
101365700,3210891,1.5,2021-11-29T08:22:33-08:00,Lionel,Les questions ne sont pas claires et bourrées de fautes de français
119160058,4698830,5.0,2022-07-19T16:42:34-07:00,Beatriz Mendonça,muito bom!!! superou minhas expectativas
80949228,3213915,5.0,2021-03-25T22:05:12-07:00,Carlos Enrique Sánchez,"Muy buen curso, lo felicito maestro, esta muy bien diseñado, talvez pueda irle agregando más material, inclusive las enfermedades que te causan los hongos, pero en escrito, de ahí en fuera, todo esta super bien con su curso, muchas gracias :)"
119749736,3208527,5.0,2022-07-27T04:51:44-07:00,Hem Raj,Thank you for making Video about GEE.It is very helpful !!
104845008,3211021,4.5,2022-01-12T12:32:02-08:00,Eren,Great match for the business I want to start
116268706,4699746,5.0,2022-06-13T04:14:10-07:00,Kristine,"I got hooked on this one after enrolling in the course titled ""How to deliver a great TEDx speech"". It gave me a lot of confidence when it comes to public speaking. This one will definitely help me book more gigs in the future. Thank you ELITEx Mentor!"
59839968,3155140,5.0,2020-06-29T13:14:24-07:00,Francisco,Explicaciones muy didácticas y de fácil aplicación. Es un curso ameno con unos resultados impresionantes.
91171302,4157424,5.0,2021-07-24T20:00:22-07:00,Amil,Amazing and simple but deeply knowledgeable and nice
115421148,4700002,5.0,2022-06-01T12:56:57-07:00,Johanna,"Explications très claires, j'ai pu installer sans problème Oracle sur mon MacBook Pro."
116934684,4700378,5.0,2022-06-21T15:14:01-07:00,Lucas Fernando Rodrigues,"Está sendo ótimo, bem explicado e direto."
123140186,4700520,5.0,2022-09-07T23:23:28-07:00,Usman,"Started SwiftUI and wants to go deep in each view modifiers, this one explained the Text() more deeply as i expected before starting. ThankYou"
124478504,4700112,5.0,2022-09-24T17:11:57-07:00,ちえ,昔懐かしい消しゴムハンコ。とっても分かりやすく作り方のコツを解説されている動画でした。出来上がった作品も、とってもほっこりする可愛いらしいもので、作ってみたくなりました。有難うございました。
117444350,3221179,5.0,2022-06-28T04:14:18-07:00,Bo,"I went through this 11 day journey with my sweet friend, Tiffany. Both of us learned a lot about ourselves, and each other. Ann and Shannah are genuine and fun. The content and resources are very helpful in helping me gain a deeper understanding of my Self. This course is a reflection of the effort that I put into it. Meaning, by taking a deep dive into myself, I got a lot out of the grandma and granddaughter wisdom they shared, as well as from the other resources they provided. For me, I had an overall wonderful experience. 

As for Tiffany... Ann and Shannah have created a beautiful gift for seekers that is accessible and easy to incorporate into your daily life. Each video provides food for thought and self reflection that inspires. The links to master teachers and journaling prompts provide for the possibility of further introspection and investigation. I loved learning from these two wise women for the last eleven days, and look forward to returning to this course again and again."
121679152,4699958,5.0,2022-08-21T09:03:51-07:00,Francesco,Corso ben fatto… lezioni chiare e di facile comprensione . Altri corsi come questo li seguirei volentieri
89548762,3218919,5.0,2021-07-06T08:02:31-07:00,Jackie,Good match. Great instructor.
108648064,4156418,1.0,2022-03-01T14:47:07-08:00,Mohammed,this is anything but not a training course  please dont wast your money
124622642,4699718,1.0,2022-09-26T14:15:59-07:00,Marcos,As perguntas são traduzidas via  tradutor. Não é possivel identificar corretamente a resposta já que os comandos também estão traduzidos
96791142,4156746,5.0,2021-09-30T09:22:35-07:00,Daniel,It's just incredible what I could achieve by the end of this course.
126648502,4156746,5.0,2022-10-21T14:28:10-07:00,Angela,great course!
123554882,4698298,5.0,2022-09-13T08:25:24-07:00,Leticia Leandro Robalo,Maravilhoso! Amo seus cursos.
124397872,4699828,5.0,2022-09-23T07:48:24-07:00,Mirko,Corso completo e molto utile. Ben fatto e chiaro nelle spiegazioni. Mi serviva qualcosa che mi potesse ispirare per comunicare meglio e qui ho trovato molti consigli pratici che ho potuto anche provare sul campo. I docenti sono preparati e disponibili. Lo consiglio.
125664736,4699828,5.0,2022-10-09T22:39:59-07:00,Marta,"Corso molto completo e pratico, mi è stato molto utile."
66466292,3220941,2.0,2020-09-16T11:48:36-07:00,Anna,"Questions 6 and 36 from test 3 and questions 21 and 39 from test 4 refer to charts and diagrams. But any visual things are not presented.
Also, question 9 from test 3 is missing answer B."
123762702,4155922,5.0,2022-09-15T12:27:43-07:00,Pascale,"Oui, ce cours correspond tout à fait à mes attentes ."
115070790,4696416,5.0,2022-05-27T21:53:51-07:00,Kathryn,Wow! I'm learning so much! Why don't they talk about this in undergrad?
68897502,3194836,5.0,2020-10-20T22:47:34-07:00,Elliot,Video response sent through youtube was very useful and convenient. Thanks for the constructive feedback throughout. I can finally play the guitar after trying so many different courses which does not work!
118846292,3196040,1.5,2022-07-15T10:35:45-07:00,Álvaro,"Por ahora NO ha sido una buena decisión. La verdad es que es alguien leyendo unas diapositivas llenas de texto; además, parece que no supiera del tema porque solo lee y no hay ejemplos reales, le falta confianza al lector. Siento que desperdicié mi dinero"
78786446,3196350,4.5,2021-02-26T08:28:12-08:00,Channing,I had a great experience with this course. It has GREATLY advanced me on this journey of Self-Inquiry.
77001948,3197750,3.0,2021-02-04T08:59:08-08:00,William,"So far the course is quite superficial, but would be good for people with little knowledge of martial arts fitness drills, ideology and those who are lacking motivation. The name of the lesson ""Types of Chokes"" is misleading as it is just a discussion of choking with no demonstration of the actual techniques."
89652552,3194334,5.0,2021-07-07T08:25:37-07:00,Gutemberg Nascimento,"Gostei bastante do curso, a professora tem uma excelente didática e o curso apresenta bons matérias complementares, e me ajudou bastante a dica pra conteúdo externo."
124459838,3195426,5.0,2022-09-24T08:34:32-07:00,Frank,Very good course! Would recommend. Thank you
121177260,4161780,5.0,2022-08-14T22:39:13-07:00,Nguyễn Quốc Mạnh,Don't translate English. Don't have document follow present
106128922,4161472,5.0,2022-01-27T16:11:18-08:00,Luis Felipe Machado,Curso muito válido para concurseiros!
106876458,3195054,4.5,2022-02-06T02:14:02-08:00,Okuhle,"Amazing, loved it. summarised perfectly and easy to understand."
57532013,3206577,5.0,2020-06-05T09:37:43-07:00,Muhd,"Its sooo gooood questions , sooo loooove it"
115292380,4695690,5.0,2022-05-31T04:23:58-07:00,Fernanda,"Ótimo curso, apresenta uma boa síntese da matéria. Objetivo, direto e sem enrolação. Super recomendo! :)"
91864638,4160492,5.0,2021-08-02T06:38:00-07:00,Melanie,LOVED this course by Dara! So informative and clearly laid out for me to apply! I will definitely check out her other courses!!
122227404,4158814,4.0,2022-08-27T20:10:57-07:00,Paula Paesch,MUY BUENO
59955830,3204942,5.0,2020-06-30T14:34:26-07:00,Rogério Carvalho Ribeiro,Sim. Ótimo professor!!!!
115039352,4159020,5.0,2022-05-27T08:59:16-07:00,Rosane Przepiura,"Era o que eu esperava, simples, objetivo e claro."
125464604,4697042,4.0,2022-10-06T15:54:37-07:00,Pietro,"Per adesso 4 stelle, vediamo il resto"
121190658,4697396,5.0,2022-08-15T02:51:47-07:00,JAGADISH KOOMAR,great learning
71630302,3206613,1.0,2020-11-30T01:36:19-08:00,Michael,"Nur Audiostream. Oberflächliche Allgemeinheiten. Kostenlose Podcasts bieten mehr handfeste, konkrete Informationen zum Thema."
62484972,3202992,5.0,2020-07-28T23:26:32-07:00,Suryapprasanna,This course was very helpful for me. Anna university syllabus fully covered in this course. Tutorial notes were also very useful.
116295026,4697226,2.0,2022-06-13T09:50:51-07:00,Emre,-
92203848,4159514,2.0,2021-08-06T00:51:48-07:00,Sergey,"Это даже не перевод официального курса от Unty . Никакой толковой , новой информации . Взял по скидке , это максимальная цена"
65803392,3202288,1.5,2020-09-07T20:48:24-07:00,Victoria,"Half of the questions seem to be geared towards project management and not the RMF process. Also, the 3 sets of questions are pretty much the same question in a different order. Not good value for $$"
121613630,4159972,5.0,2022-08-20T04:03:43-07:00,Emma Rose,I have done other courses on manifesting and this course helped me to put some pieces of the jigsaw together as sometimes it can get confusing. But this course was really good and explained things very clearly.
125576122,4690178,4.5,2022-10-08T06:24:45-07:00,Gregory Kyle,"Great course, the only issue is that when I asked a question there have been no response. Other then that I have learnt a lot for this course ! <3"
126124354,3201244,5.0,2022-10-15T04:51:39-07:00,Rogelio Vega,Muy buenos tips
100779534,4159914,3.5,2021-11-22T09:03:27-08:00,Romolo,PURTROPPO NELLA REGISTRAZIONE DELLA 3 PARTE NON SI ATTIVA L'AUDIO PERCHE'---????
102729266,3200730,1.0,2021-12-17T02:02:31-08:00,Jurgens,"The strategy does not work. I am quite open to the possibility that I am doing something wrong, but nobody answers me."
98230374,3190860,5.0,2021-10-19T17:53:50-07:00,Sanjoy,Excellent step by step explanation of solving  Quadratic equations. A++++
125059468,4160012,3.0,2022-10-01T10:33:45-07:00,Paweł,"Dosyć ciekawy kurs dla osób szukających sposobu na zarobek w internecie. Uważam, że skupianie się na jednej platformie nie jest zbyt mądre, bo różne tego typu platformy mają różną ofertę czasami lepszą. Myślę, że temat marketingu i to jak promować jest  naprawdę pominięty, bo są różne metody, o których warto powiedzieć. Dobrze był rozwinięty temat podatków, o których ludzie powinni wiedzieć."
102287602,3150256,3.0,2021-12-10T21:39:58-08:00,Ammi,You have many mistakes on  this test (More than 10 wrong answers (mine were right))
67980701,3201024,3.0,2020-10-07T12:01:38-07:00,Moutaz,"السلام عليكم
اول الشئ الله يعطيكن العافيه ويجزيكم كل خير على هدا الكورس
بصراحه الكورس كويس بس مش للمبتدئين بالنسبه الي كانت نسبه الاستفاده من الكورس قليله جداً
اغلب الوقت تقريبا 70 % كنت مقلد فقط.
يمكن غلطي اني ماقرأت الوصف منيح"
114497462,4683916,5.0,2022-05-21T02:05:00-07:00,Julia,Este curso me ha sorprendido. Excelente contenido y materia enseñada. Se aprende muchísimo.
95585237,3101784,1.0,2021-09-16T03:59:51-07:00,Angel,"De momento no cumple mis expectativas, además la parte correspondiente a python es una copia del curso de python elaborado por Juan Díaz de pildorasinformáticas.es"
124269934,4683622,5.0,2022-09-22T00:02:39-07:00,Paul,Excellent course
120515662,4684150,4.0,2022-08-05T09:11:55-07:00,Alex,"Дякую. Курс, не поганий, але є де які моменти, типу - називати якісь робочі елементи інтерфейсу трейдінгвью ""штучками"", не дуже професійно :) Дуже поверхнево де які пункти, які треба більш заглиблено розглядати. Також, на мою думку, більшість статегій не буде працювати в кріптотрейдінгу і для себе треба шукати якісь свої стратегії або модифікації з того що розповідалось в курсі."
124271866,4684502,5.0,2022-09-22T00:24:46-07:00,Paul,excellent part I learn a lot
99601204,4179160,4.5,2021-11-07T02:08:28-08:00,Mead,Good
62485102,3110390,4.5,2020-07-28T23:29:25-07:00,Arley,"Me ha gustado :), en cuanto vas avanzando, vas comprendiendo mejor."
113614674,3096092,3.0,2022-05-09T17:08:14-07:00,Gabriela,si hasta ahora util
64539926,3098516,5.0,2020-08-23T07:17:46-07:00,Chaminda,I am afraid whether somebody can give less than five star for this course. This is such an excellent course! Highly recommend!
102636376,4179170,4.0,2021-12-15T18:47:42-08:00,Jutarat,I'm starting to do Engagement Project which is quite difficult and very important for company. That's why I interested this course. So far I feel know more fundamental of engagement concept and need more information in deep to help me to use my next step in engagement.
102288470,4178880,5.0,2021-12-10T22:07:08-08:00,Sachie,とても分かりやすくて、短時間で基礎が学べるので良かったです！
90173798,4180196,5.0,2021-07-13T08:05:37-07:00,Rahul,"I had completed your another course ""Rid out of credit card debt trap"", which gave me an fresh confidence to eliminate debt. Now enrolled this course, which for me confidence booster. Wow, great experience on new learnings. Thanks Lucas."
124267666,4683514,5.0,2022-09-21T23:34:09-07:00,Paul,Very interesting course...thanks
116753644,3102878,5.0,2022-06-19T13:10:07-07:00,Jacqueline,Great tips and ideas to organize one self and take action. Ver well explain. Waiting for the next course
90281876,4177626,5.0,2021-07-14T09:20:14-07:00,Madhu,"Thank you so much Mr.Lucas Lenin for the DFQ Decoding is an new and eye opening for me to save from debt, it's self protection formula and systems is there. Every single expenses can be validated with the proper evaluation method. Well framed and very much helpful to protect from debt."
115120370,4685012,5.0,2022-05-28T21:32:53-07:00,Sharon,the Asana course is a comprehensive aid to planning and organising each day’s activities. Stewart does an excellent job in making sure we understand the basics of the course.
116216934,4684802,1.0,2022-06-12T09:10:18-07:00,kayhan,"it is not even close to what is told on the header ""reliable programming""
and topics covered very basic"
126626160,3104436,1.0,2022-10-21T08:23:25-07:00,Imen,Aucun intérêt ou presque. Qualité médiocre du son.
113792346,3103504,4.5,2022-05-11T16:55:17-07:00,Jennifer,"Extremely helpful concepts, knowledge and exercises. The only negative that I found was that the sound quality is poor in parts, and I sometimes struggled to understand the words."
96841418,4178756,5.0,2021-10-01T00:46:09-07:00,Gabriel,"Iniciar es la parte fundamental para especializarse después y con lo que veo en este curso da las bases para generar ese interés. Agradezco a personas como el instructor de este curso que enfocan su objetivo a iniciar, explicar y brindar la seguridad de continuar estudiando."
116493880,916394,5.0,2022-06-15T15:52:43-07:00,Bruno,"Good information, very well presented for an introductory course in the matter"
107725086,3084024,2.5,2022-02-17T05:15:42-08:00,Leandro,"This... is very basic advice, things one could think on his own. Maybe it would help people without any time or without any motivation to think for himself"
120781384,4681510,5.0,2022-08-09T07:19:34-07:00,Adriana,"I first discovered Nelson Lopez through his YouTube channel, Chess Vibes. Immediately I recognized that he's a brilliant chess player and teacher. He produces high quality content. This course is absolutely worth the money! Nelson is a National Chess Master with over 30 years experience. The way he presents in the videos makes it very easy to follow along and to visualize everything he's talking about. The lessons are well-structured, organized, concise, and very informative. I highly recommend this course and his YouTube videos to chess players of all ages and skill levels."
120427252,4512206,3.5,2022-08-04T08:36:19-07:00,Krishna,Content in this part was good and gave knowledge on the chapters
85467134,3082680,5.0,2021-05-20T15:49:27-07:00,Anth,"This is an excellent course for Introverts, very detailed and taught very well. Learned so much and gain a lot of knowledge on the aspects of starting a business."
121693738,4681106,2.5,2022-08-21T14:41:59-07:00,Eder Medeiros Vicente,","
114746772,4683430,5.0,2022-05-24T07:19:38-07:00,Lorena,Curso super bien explicado y práctico. Agradezco al instructor por el excelente contenido.
115631930,3076342,4.0,2022-06-04T11:03:37-07:00,Andreas,"Der Kurs vermittelt einen guten Überblick zum Thema. Die Inhalte sind kompakt und verständlich dargestellt. Schade nur, dass man diese nicht als Muster, bzw. Checklisten anbietet. Auch ein Muster eines Businessplans wäre hilfreich und würde den Kurs abrunden."
115107284,4683014,5.0,2022-05-28T12:57:41-07:00,Catarina Souza,Perfeito..recomendo
82232898,3081954,4.5,2021-04-12T05:14:58-07:00,Anand,"This is exactly what I was looking for.
Short, precise and on-point explanation."
122947026,4683478,2.0,2022-09-05T13:52:56-07:00,Diego,"Hi, it is difficult to understand the pronunciation."
74083094,3086598,5.0,2021-01-01T08:52:56-08:00,白石嵩一朗,"説明が丁寧なので想像するのが苦手な僕でもわかりやすいです。
第１チャクラで止まってて先に進めてないですが、動画を見ながら自分のペースで何度も繰り返せるので助かります。"
101109204,3090950,4.5,2021-11-26T03:02:41-08:00,Rene,Praktisch
124266530,4682566,5.0,2022-09-21T23:18:42-07:00,Paul,"excellent course,..."
101203926,4181790,5.0,2021-11-27T07:43:47-08:00,Roberta,"Effettivamente mi hai dato degli spunti che mi serviranno nei momenti di maggiore preoccupazione, sento che potrò affrotare meglio questi momenti. Grazie!"
123649366,4682460,5.0,2022-09-14T07:58:32-07:00,Alfonso,Sono spiegati non solo i concetti base ma anche tecniche avanzate sul mondo svg. Il docente è molto chiaro nell'esposizione e sono presenti anche molti esercizi interessanti da fare.
121758720,4681078,5.0,2022-08-22T09:19:58-07:00,Elisa,Muito obrigada por este curso bem feito sobre a História Militar Assíria! EXCELENTE! :-D
123730828,4180788,5.0,2022-09-15T05:43:22-07:00,Pawan,"Great to see and implement , will see results and revert back again , thanks a lot for helping out."
121348892,4681636,5.0,2022-08-16T20:45:35-07:00,Andrew,"I'm a physiotherapist and I found this course is useful for everyone who want improve there physical ability and strength. Great quality! 
 
Thanks!!"
80753640,3086226,1.0,2021-03-23T15:10:16-07:00,前田,音が悪く、小さくて聞き取りづらいので、内容が入ってこない。
121001450,4688178,4.0,2022-08-11T20:50:01-07:00,Charmaine,A great refresher course.
57084564,3140326,5.0,2020-06-01T10:14:04-07:00,Zion,Great Course! Great workouts that can be done in or out of home!
90169184,4172546,5.0,2021-07-13T07:21:40-07:00,Imthiyas,Wonderfull. Now I can able to do my digital painting.
110811502,4173432,5.0,2022-03-30T18:53:25-07:00,Eliard,This was perfect for me.
114517226,4172804,5.0,2022-05-21T09:19:36-07:00,George,exceptional
92599598,4170024,5.0,2021-08-11T04:45:22-07:00,Steve,Great understanding of self care x
121886616,4689902,4.0,2022-08-23T18:24:03-07:00,Aníbal Ríos,"Si fue bueno, da un panorama general de los conceptos para un líder de desarrollo de software."
85569434,3111242,5.0,2021-05-21T21:52:09-07:00,Sam,"The instructor is excellent. The concepts, techniques and examples are explained patiently and in detail."
124365106,4689906,1.5,2022-09-23T00:37:54-07:00,Shallu,"actually she is not explaining the material which is used properly
like which spray she used to spray on the paper 
what was liquid platinum used 
not very clear"
126063186,4689906,3.5,2022-10-14T05:46:58-07:00,Shannon,Thank you! Very good info and basic techniques for beginners.
61630588,3141008,5.0,2020-07-19T05:47:32-07:00,Monika,"Ich kann nur sagen WOW! Ich würde diesen Kurs wirklich jedem empfehlen!
Er war eine tolle Investition in meine persönliche, sprituelle und auch berufliche Weiterentwicklung.
Ich habe während der 6 Wochen unglaubliche Sprünge nach vorne gemacht.....auch bei gewissen Themen, die ich schon länger in Selbstarbeit bearbeite und mit mir herumschleppe. 
Es ist wirklich unglaublich wieviel sich innerhalb von 6 Wochen positiv verändert kann wenn man die richtige Begleiterin (in diesem Fall Lilly ;-)) und die richtigen tools hat und am Ball bleibt.

Der Aufbau der Module ist stimmig und man hat auf jeden Fall genug Zeit sich ausreichend mit den Themen der einzelnen Module auseinanderzusetzen. 
Man kommt im Laufe des Programms mit vielen großartigen tools und Übungen in Berührung. Einige davon habe ich seit dem Programm in meine persönliche Morgen und Abendroutine integriert, manche nutze ich weiterhin einfach nach Bedarf. 

Lilly war eine großartige Begleiterin während dieser Zeit. Sie schaffte es durch ihre mitfühlende, inspirierende und offene Art mich auch in emotional schwierigen Phasen (und ja, die wird es ziemlich sicher auch bei dir während des Programms geben ;-)) super zu coachen. Gleichzeitig ist sie aber auch eine ""Macherin"" und schafft es einen auch in Downphasen beim Ball zu halten und zu motivieren. 

Ich bin ihr unendlich dankbar für diese aufregende und tolle gemeinsame Reise! 

DANKE LILLY :-)"
112818840,4170650,5.0,2022-04-28T03:46:24-07:00,JeongminKim,"This lecture was really interesting and helpful. 
Thanks to this lecture, I could get a chance to understand MapKit, CoreLocation and Realm. Thank you!"
116846002,4689302,3.5,2022-06-20T17:06:59-07:00,Skip,"I was expecting more concrete tutorials, perhaps roleplays."
66312206,3147140,1.0,2020-09-14T16:19:21-07:00,Pollyanna de Fátima Custódia,"A professora não fez uma introdução, sequer disse o nome do programa que está usando e para que serve. Para mim que não tenho nenhuma noção do assunto e suas ferramentas, fiquei perdida. Por exemplo, para que serve a ferramenta caneta?"
117507006,4689766,5.0,2022-06-28T18:46:52-07:00,Ester dos Santos Lucas,Maravilhoso!
56149728,3143418,5.0,2020-05-23T12:44:50-07:00,Sebastian,Curso de utilidade pública. Muito bom!
79883350,3144360,1.0,2021-03-12T07:17:48-08:00,Kasper,1. Shown screen has too high resolution to be viewable on anything but 20”+ screen. 2. Audio quality is terrible. Volume goes up and down - background noise goes up and down which then impact the microphone gain so speech volume goes opposite. 3. Some items are discussed in detail - others are just glanced over.  4. After initial setup - author changes editor from Visual Studio Mac to a 3rd party editor - for no good reason. 5. I have to run it at least at 1.25 times speed else it is mind numbingly slow
124972966,4688710,4.0,2022-09-30T04:26:58-07:00,Inder Dev,good
117068406,3146990,4.5,2022-06-23T03:35:16-07:00,Antonio,excellent diploma course on economics
59690770,3145636,5.0,2020-06-28T02:15:16-07:00,Murielle,This course offers very powerful tools to go deeper in the discovery of our identity. I feel now much more on the track of my Life Purpose and very confident with it. The explanations of each step to discover our Ikigai really released my anxiety about the future. Thank you so much.
118616392,4687734,5.0,2022-07-12T23:04:40-07:00,Debashish,Great learning experience.
118890752,4686608,5.0,2022-07-16T06:09:37-07:00,Jane,Really helpful and easy-to-understand course. Thank you!!
93636180,3118888,4.5,2021-08-23T08:13:25-07:00,Nives,Il corso è molto chiaro e mi ha dato le informazioni che cercavo. Il linguaggio utilizzato è semplice e facile da comprendere anche per i non esperti di marketing.
